wav_path,speaker_id,gender,age,region,duration,transcript,transcript_cleaned,prediction
노인남여_노인대화07_F_1522434093_60_경상_실내_08594.wav,1522434093,F,60,경상,3.5,영화 중에서 기억나는 게 혹시 있을까요,영화 중에서 기억나는 게 혹시 있을까요,영화 중에서 기억나는 게 혹시 있을까요
노인남여_노인대화07_F_1522434093_60_경상_실내_08595.wav,1522434093,F,60,경상,4.35,그러면은 넷플릭스를 주로 보고 유튜브를 많이 보는군요,그러면은 넷플릭스를 주로 보고 유튜브를 많이 보는군요,그러면은 넷플릭스를 줄여보고 유튜브를 많이 보는군요
노인남여_노인대화07_F_1522434093_60_경상_실내_08596.wav,1522434093,F,60,경상,4.35,나같은 경우는 최근에 봤던 영화 중에서 기억나는 게 있어요,나같은 경우는 최근에 봤던 영화 중에서 기억나는 게 있어요,나같은 경우는 최근에 봤던 영화 중에서 기억나는 게 있어요
노인남여_노인대화07_F_1522434093_60_경상_실내_08597.wav,1522434093,F,60,경상,5.72,(SP:에스맨)엑스맨 새로 나온 시리즈를 보고서 참 감명 깊고 재밌게 봤어요,에스맨 엑스맨 새로 나온 시리즈를 보고서 참 감명 깊고 재밌게 봤어요,에스맨 새로 나온 시리즈를 보고서 참 간맹있고 재미있게 봤어요
노인남여_노인대화07_F_1522434093_60_경상_실내_08598.wav,1522434093,F,60,경상,4.69,혹시 본 영화 중에서 뭐 기억 남는 거 뭐 혹시 있나요 ,혹시 본 영화 중에서 뭐 기억 남는 거 뭐 혹시 있나요,혹시 본 영화 중에서 뭐 기억에 남는 거 뭐 혹시 있나요
노인남여_노인대화07_F_1522434093_60_경상_실내_08600.wav,1522434093,F,60,경상,3.67,아 그냥 내용에 따라 다른가요 내용이 좋아야죠,아 그냥 내용에 따라 다른가요 내용이 좋아야죠,아 그냥 내용에 따라 다른가요 내용이 좋아야죠
노인남여_노인대화07_F_1522434093_60_경상_실내_08601.wav,1522434093,F,60,경상,3.92,이제 사람에 따라 이제 음악도 약간 달라지네요 ,이제 사람에 따라 이제 음악도 약간 달라지네요,이제 사람에 따라 이제 음악도 약간 달라지네요
노인남여_노인대화07_F_1522434093_60_경상_실내_08602.wav,1522434093,F,60,경상,4.86,나 같은 경우는 발라드를 좋아하고 가끔가다 연예인도 좋아해요,나 같은 경우는 발라드를 좋아하고 가끔가다 연예인도 좋아해요,나같은 경우는 발라드를 좋아하고 가끔가다 연예인도 좋아해요
노인남여_노인대화07_F_1522434093_60_경상_실내_08603.wav,1522434093,F,60,경상,3.5,이제 걸 그룹들도 가끔가다 보긴 해요,이제 걸 그룹들도 가끔가다 보긴 해요,이제 걸그룹들도 가끔가다 보긴 해요
노인남여_노인대화07_F_1522434093_60_경상_실내_08604.wav,1522434093,F,60,경상,3.33,그런 점도 우리 둘은 약간 차이가 있네요 ,그런 점도 우리 둘은 약간 차이가 있네요,그런 점도 우리 둘은 약간 차이가 있네요
노인남여_노인대화07_F_1522434093_60_경상_실내_08605.wav,1522434093,F,60,경상,5.2,그러면은 바다씨가 생각하는 예능 프로그램의 발전 방향이 있나요,그러면은 바다씨가 생각하는 예능 프로그램의 발전 방향이 있나요,그러면은 바다시가 생각하는 예능 프로그램의 발전 방향이 있나요
노인남여_노인대화07_F_1522434093_60_경상_실내_08606.wav,1522434093,F,60,경상,3.92,이렇게 되면은 예능이 조금 더 발전될 수 있을까 ,이렇게 되면은 예능이 조금 더 발전될 수 있을까,이렇게 되면은 은행이 조금 더 발전될 수 있을까
노인남여_노인대화07_F_1522434093_60_경상_실내_08607.wav,1522434093,F,60,경상,3.41,그런 뭐 따로 생각하는 게 혹시 있나요 ,그런 뭐 따로 생각하는 게 혹시 있나요,그건 뭐 따로 생각하는 게 혹시 있나요
노인남여_노인대화07_F_1522434093_60_경상_실내_08608.wav,1522434093,F,60,경상,4.18,좋아하는 동물들 중에서 개나 고양이 같은 게 있잖아요,좋아하는 동물들 중에서 개나 고양이 같은 게 있잖아요,좋아하는 동물들 중에서 개나 고양이 같은 게 있잖아요
노인남여_노인대화07_F_1522434093_60_경상_실내_08609.wav,1522434093,F,60,경상,4.09,그럼 요즘 방송 같은 거를 보니까 고양이를 부탁해 ,그럼 요즘 방송 같은 거를 보니까 고양이를 부탁해,그럼 요즘 방송 같은 거를 보니까 고양이를 부탁해
노인남여_노인대화07_F_1522434093_60_경상_실내_08610.wav,1522434093,F,60,경상,5.2,그런 예능 프로그램도 이제 간혹가다가 반려동물이 나오잖아요,그런 예능 프로그램도 이제 간혹가다가 반려동물이 나오잖아요,그런 예능 프로그램도 이제 간혹 가다가 반려동물이 나오잖아요
노인남여_노인대화07_F_1522434093_60_경상_실내_08611.wav,1522434093,F,60,경상,4.27,그럼 이제 주인하고 그 끈끈한 그런 걸 보여주는데 ,그럼 이제 주인하고 그 끈끈한 그런 걸 보여주는데,그럼 이제 주인하고 그 끈끈한 그런 걸 보여주는데
노인남여_노인대화07_F_1522434093_60_경상_실내_08612.wav,1522434093,F,60,경상,3.58,그런 프로 중에서 보시는 게 있을까요 ,그런 프로 중에서 보시는 게 있을까요,그런 프로 중에서 보시는 게 있을까요
노인남여_노인대화07_F_1522434093_60_경상_실내_08613.wav,1522434093,F,60,경상,3.67,근데 프로그램 중에서 동물농장이라든가 ,근데 프로그램 중에서 동물농장이라든가,근데 프로그램 중에서 동물 농장이라든가
노인남여_노인대화07_F_1522434093_60_경상_실내_08614.wav,1522434093,F,60,경상,5.37,주말마다 하는 예능 방송 같은 경우 챙겨 보는 사람들도 꽤 많던데,주말마다 하는 예능 방송 같은 경우 챙겨 보는 사람들도 꽤 많던데,주말마다 하는 예능 방송 같은 경우 챙겨보는 사람들도 꽤 많던데
노인남여_노인대화07_F_1522434093_60_경상_실내_08615.wav,1522434093,F,60,경상,3.92,약간의 차이가 있네요 넷플릭스는 잘 안봐요 ,약간의 차이가 있네요 넷플릭스는 잘 안봐요,약간의 차이가 있네요 넷플릭스는 잘 안 봐요
노인남여_노인대화07_F_1522434093_60_경상_실내_08616.wav,1522434093,F,60,경상,4.86,개인적으로 볼 시간도 없고 가끔가다 공중파 방송 뉴스나 ,개인적으로 볼 시간도 없고 가끔가다 공중파 방송 뉴스나,개인적으로 볼 시간도 없고 가끔가다 공중파 방송 뉴스 나
노인남여_노인대화07_F_1522434093_60_경상_실내_08618.wav,1522434093,F,60,경상,4.09,이름은 몇번 들어는 봤는데 넷플릭스는 잘 몰라요,이름은 몇번 들어는 봤는데 넷플릭스는 잘 몰라요,이러면 몇 번 토론은 봤는데 넷플릭스는 잘 몰라요
노인남여_노인대화07_F_1522434093_60_경상_실내_08619.wav,1522434093,F,60,경상,3.92,스릴러는 본 적은 없어요 아까도 얘기했지만은,스릴러는 본 적은 없어요 아까도 얘기했지만은,스릴러는 본 적은 없어 약화되겠지만
노인남여_노인대화07_F_1522434093_60_경상_실내_08620.wav,1522434093,F,60,경상,4.27,액션이나 판타지 히어로물 그런거 위주로 보고 ,액션이나 판타지 히어로물 그런거 위주로 보고,액션이나 판타지 게으름을 그런 거 위주로 보고
노인남여_노인대화07_F_1522434093_60_경상_실내_08621.wav,1522434093,F,60,경상,5.63,연애 프로그램은 이나 애니메이션 그런 거 전혀 안봐요,연애 프로그램은 이나 애니메이션 그런 거 전혀 안봐요,연예 프로그램이나 애니메이션 그런 거 전혀 안 봐요
노인남여_노인대화07_F_1522434093_60_경상_실내_08622.wav,1522434093,F,60,경상,3.67,주로 히어로물 아니면 액션물을 많이 봐요,주로 히어로물 아니면 액션물을 많이 봐요,주로 휴얼음을 아니면 액셈을 많이 봐요
노인남여_노인대화07_F_1522434093_60_경상_실내_08623.wav,1522434093,F,60,경상,4.18,그런 영화가 많죠 근데 요즘엔 마블 (SP:명화사가)영화사가,그런 영화가 많죠 근데 요즘엔 마블 명화사가 영화사가,그런 영화가 많죠 근데 요즘에 마블 명화사가
노인남여_노인대화07_F_1522434093_60_경상_실내_08624.wav,1522434093,F,60,경상,3.5,마블에서 나오는 건 거의 흥행에 성공하고,마블에서 나오는 건 거의 흥행에 성공하고,마블에서 나오는 건 거의 흥행에 성공하고
노인남여_노인대화07_F_1522434093_60_경상_실내_08625.wav,1522434093,F,60,경상,3.58,광고효과도 뒷받침이 되기 때문에,광고효과도 뒷받침이 되기 때문에,광고 효과도 뒷받침이 되기 때문에
노인남여_노인대화07_F_1522434093_60_경상_실내_08626.wav,1522434093,F,60,경상,5.12,스파이더맨이라든가 어벤져스라든가 캡틴 마블이라든가,스파이더맨이라든가 어벤져스라든가 캡틴 마블이라든가,스파이더맨이라든가 어벤져스라든가 캡틴 마블이라든가
노인남여_노인대화07_F_1522434093_60_경상_실내_08627.wav,1522434093,F,60,경상,4.78,유명한 작품들은 거의 극장 내에서 인기가 굉장히 많죠,유명한 작품들은 거의 극장 내에서 인기가 굉장히 많죠,유명한 작품들은 거의 극장 내에서 인기가 굉장히 많죠
노인남여_노인대화07_F_1522434093_60_경상_실내_08628.wav,1522434093,F,60,경상,4.78,순위 꼭대기에 올라가 있는 인기 프로니까 그런 거 위주로 보죠,순위 꼭대기에 올라가 있는 인기 프로니까 그런 거 위주로 보죠,순위 꼭대기에 올라가 있는 인기 프로니까 그런 거 위주로 보죠
노인남여_노인대화07_F_1522434093_60_경상_실내_08629.wav,1522434093,F,60,경상,4.95,많이 보게 되죠 그건 왜냐하면은 이제 사회에서 받는 스트레스나,많이 보게 되죠 그건 왜냐하면은 이제 사회에서 받는 스트레스나,많이 보게 되지요 그건 왜냐하면 이제 사회에서 받는 스트레스나
노인남여_노인대화07_F_1522434093_60_경상_실내_08630.wav,1522434093,F,60,경상,4.09,이제 일반적인 사회생활하다 보면 시간이 없잖아요,이제 일반적인 사회생활하다 보면 시간이 없잖아요,이제 일반적인 사회생활 하다 보면 시간이 없잖아요
노인남여_노인대화07_F_1522434093_60_경상_실내_08631.wav,1522434093,F,60,경상,4.27,그러다 보니까 일일이 찾아볼 필요 없이 극장에서 보죠,그러다 보니까 일일이 찾아볼 필요 없이 극장에서 보죠,그러다 보니까 일일이 찾아볼 필요없이 극장에서 보죠
노인남여_노인대화07_F_1522434093_60_경상_실내_08632.wav,1522434093,F,60,경상,4.95,제일 (SP:하다다는)핫하다는 흥행 순위를 많이 보게 되는데 흥행순위가 ,제일 하다다는 핫하다는 흥행 순위를 많이 보게 되는데 흥행순위가,제일 하다하다는 형행 순위를 많이 보게 되는데 형행 순위가
노인남여_노인대화07_F_1522434093_60_경상_실내_08633.wav,1522434093,F,60,경상,4.35,마블 영화사 위주로 거의 많이 형성이 되어 있잖아요,마블 영화사 위주로 거의 많이 형성이 되어 있잖아요,마블 영화사 위주로 거의 많이 형성이 되어 있잖아요
노인남여_노인대화07_F_1522434093_60_경상_실내_08634.wav,1522434093,F,60,경상,3.84,아무래도 좀 없지 않아 그런 현상이 있겠죠,아무래도 좀 없지 않아 그런 현상이 있겠죠,아무래도 좀 없지 않아 그런 현상이 있겠죠
노인남여_노인대화07_F_1522434093_60_경상_실내_08635.wav,1522434093,F,60,경상,5.2,그렇죠 얼마 전에 방금 얘기했던 스파이더맨 홈커밍,그렇죠 얼마 전에 방금 얘기했던 스파이더맨 홈커밍,그렇죠 얼마 전에 방금 얘기했던 스파이더맨 홈커밍
노인남여_노인대화07_F_1522434093_60_경상_실내_08636.wav,1522434093,F,60,경상,5.03,(SP:)프로그램  영화를 봤는데 거기서는 마찬가지로 어벤져스에,프로그램 영화를 봤는데 거기서는 마찬가지로 어벤져스에,아 프로그램 영화를 봤는데 거기서는 마찬가지로 어벤져스의
노인남여_노인대화07_F_1522434093_60_경상_실내_08637.wav,1522434093,F,60,경상,3.75,바로 이어 지던데 없지 않아 그런 면도 있어요 ,바로 이어 지던데 없지 않아 그런 면도 있어요,바로 이어지던데 없지 않아 그런 면도 있어요
노인남여_노인대화07_F_1522434093_60_경상_실내_08638.wav,1522434093,F,60,경상,3.67,근데 문제는 뭐냐면은 젊은 사람들 위주로,근데 문제는 뭐냐면은 젊은 사람들 위주로,근데 문제는 뭐냐면은 젊은 사람들 위주로
노인남여_노인대화07_F_1522434093_60_경상_실내_08639.wav,1522434093,F,60,경상,3.07,흥행 영화 흥행이 형성이 되는 거고 ,흥행 영화 흥행이 형성이 되는 거고,흥행 영화의 흥행이 형성이 되는 거고
노인남여_노인대화07_F_1522434093_60_경상_실내_08640.wav,1522434093,F,60,경상,3.84,그러다 보니까 마블이라는 영화는 곧 흥행이다 ,그러다 보니까 마블이라는 영화는 곧 흥행이다,그러다 보니까 마블이라는 영화는 곧 흥행이다
노인남여_노인대화07_F_1522434093_60_경상_실내_08641.wav,1522434093,F,60,경상,5.12,근데 마블 캐릭터가 자체가 워낙 또 지배적으로 인기가 많이 있고,근데 마블 캐릭터가 자체가 워낙 또 지배적으로 인기가 많이 있고,근데 마블 캐릭터가 자체가 워낙 또 지배적으로 인기가 많이 있고
노인남여_노인대화07_F_1522434093_60_경상_실내_08642.wav,1522434093,F,60,경상,4.35,뭐 어벤젼스라든가 아이언맨 스파이더맨 다음에 ,뭐 어벤젼스라든가 아이언맨 스파이더맨 다음에,뭐 오벤젠스라든가 아이엠엠 스파이더맨 다음에
노인남여_노인대화07_F_1522434093_60_경상_실내_08643.wav,1522434093,F,60,경상,4.01,닥터 스트레인지 그런 프로그램 다 봤으니까요,닥터 스트레인지 그런 프로그램 다 봤으니까요,닥터 스트레인지 그런 프로그램 다 봤으니까요
노인남여_노인대화07_F_1522434093_60_경상_실내_08644.wav,1522434093,F,60,경상,3.84,기타 다른 영화들도 그런 영향이 많이 있겠죠,기타 다른 영화들도 그런 영향이 많이 있겠죠,기타 다른 영화들도 그런 영향이 많이 있겠죠
노인남여_노인대화07_F_1522434093_60_경상_실내_08645.wav,1522434093,F,60,경상,4.18,그러면 나래씨가 좋아하는 드라마는 어떤 것들이 있어요,그러면 나래씨가 좋아하는 드라마는 어떤 것들이 있어요,그러면 나래시가 좋아하는 드라마는 어떤 것들이 있어요
노인남여_노인대화07_F_1522434093_60_경상_실내_08646.wav,1522434093,F,60,경상,4.27,먹방같은 경우는 가끔가다 보는데 먹방도 봐요,먹방같은 경우는 가끔가다 보는데 먹방도 봐요,먹방 같은 경우는 가끔 가다 보는데 먹방도 봐요
노인남여_노인대화07_F_1522434093_60_경상_실내_08647.wav,1522434093,F,60,경상,4.44,백종원같은 경우는 백종원은 그 자체가 브랜드잖아요,백종원같은 경우는 백종원은 그 자체가 브랜드잖아요,백지원 같은 경우는 백지원은 그 자체가 브랜드잖아요
노인남여_노인대화07_F_1522434093_60_경상_실내_08648.wav,1522434093,F,60,경상,4.61,그래서 아무래도 피피엘 같은 경우가 많이 들어가 있더라고요,그래서 아무래도 피피엘 같은 경우가 많이 들어가 있더라고요,그래서 아무래도 피피엘 같은 경우가 많이 들어가 있더라고요
노인남여_노인대화07_F_1522434093_60_경상_실내_08649.wav,1522434093,F,60,경상,2.3,맞아요 정말 그래요,맞아요 정말 그래요,맞아요 정말 그래요
노인남여_노인대화07_F_1522434093_60_경상_실내_08650.wav,1522434093,F,60,경상,4.52,그거 먹고 살아야 되는 거지 자식 물려줄 필요없고요,그거 먹고 살아야 되는 거지 자식 물려줄 필요없고요,그건 먹고 살아야 되는 거지 자식 물려줄 필요 없고요
노인남여_노인대화07_F_1522434093_60_경상_실내_08651.wav,1522434093,F,60,경상,4.44,그걸로 모자라는 부분은 다른 곳에서 충당해서 써야지,그걸로 모자라는 부분은 다른 곳에서 충당해서 써야지,그걸로 모자라는 부분은 다른 곳에서 중단해서 써야지
노인남여_노인대화07_F_1522434093_60_경상_실내_08652.wav,1522434093,F,60,경상,4.09,백세 시대인데 요즘 자식들이 부모를 돌보겠어요,백세 시대인데 요즘 자식들이 부모를 돌보겠어요,백세시대인데 요즘 자식들이 부모를 덜 보겠어요
노인남여_노인대화07_F_1522434093_60_경상_실내_08653.wav,1522434093,F,60,경상,3.24,어려우면 자기들도 살아야하고,어려우면 자기들도 살아야하고,어려우면 자기들도 살아야 하고
노인남여_노인대화07_F_1522434093_60_경상_실내_08654.wav,1522434093,F,60,경상,3.58,자기들도 자식 키워야 되고 그러니까요,자기들도 자식 키워야 되고 그러니까요,자기들도 자식 키워야 되고 그러니까요
노인남여_노인대화07_F_1522434093_60_경상_실내_08655.wav,1522434093,F,60,경상,3.5,그러니까 요즘에는 자식 줄 건 없는거지,그러니까 요즘에는 자식 줄 건 없는거지,그러니까 요즘에는 자식 줄 거 없는 거지
노인남여_노인대화07_F_1522434093_60_경상_실내_08656.wav,1522434093,F,60,경상,4.09,또 아이들도 보험 같은 것이 왜 그리 비쌉니까,또 아이들도 보험 같은 것이 왜 그리 비쌉니까,또 아이들도 보험 같은 것이 왜 그리 비쌉니까
노인남여_노인대화07_F_1522434093_60_경상_실내_08657.wav,1522434093,F,60,경상,2.73,요즘 아이들 보험료가 그렇죠,요즘 아이들 보험료가 그렇죠,요즘 아이들 보험료가 그렇죠
노인남여_노인대화07_F_1522434093_60_경상_실내_08658.wav,1522434093,F,60,경상,3.41,아이들이 요새 사고도 많이 나고 하니까요,아이들이 요새 사고도 많이 나고 하니까요,아이들이 요새 사고도 많이 나고 하니까요
노인남여_노인대화07_F_1522434093_60_경상_실내_08659.wav,1522434093,F,60,경상,4.01,보험 같은 것도 한 번쯤 생각을 해 봤는데요 뭐라더라,보험 같은 것도 한 번쯤 생각을 해 봤는데요 뭐라더라,보험 같은 것도 한번쯤 생각을 해봤는데요 뭐라더라
노인남여_노인대화07_F_1522434093_60_경상_실내_08660.wav,1522434093,F,60,경상,4.27,갱신 그런거 많고 또 원금 없어지는 보험이 요새 많데요,갱신 그런거 많고 또 원금 없어지는 보험이 요새 많데요,갱신 그런 거 많고 또 원금 없어지는 보험이 요새 많대요
노인남여_노인대화07_F_1522434093_60_경상_실내_08661.wav,1522434093,F,60,경상,3.58,그러면 자기는 아이들 보험도 다 해줬습니까,그러면 자기는 아이들 보험도 다 해줬습니까,그러면 자기네 아이들 보험도 다 해주십니까
노인남여_노인대화07_F_1522434093_60_경상_실내_08662.wav,1522434093,F,60,경상,2.73,나는 보험 그렇게 많이는 안 하고요,나는 보험 그렇게 많이는 안 하고요,나는 봄 그렇게 많이는 안 하고요
노인남여_노인대화07_F_1522434093_60_경상_실내_08663.wav,1522434093,F,60,경상,3.67,우리 애 같은 경우에는 그냥 실비 하나 넣었어요,우리 애 같은 경우에는 그냥 실비 하나 넣었어요,우리 애 같은 경우에는 그냥 실비 하나 넣었어요
노인남여_노인대화07_F_1522434093_60_경상_실내_08664.wav,1522434093,F,60,경상,3.5,나중에 그거 해도 개인연금 있어야되니까요,나중에 그거 해도 개인연금 있어야되니까요,나중에 그거 해도 개인 연금 있어야 되니까요
노인남여_노인대화07_F_1522434093_60_경상_실내_08665.wav,1522434093,F,60,경상,3.41,그래서 개인연금 하나씩 넣었고요,그래서 개인연금 하나씩 넣었고요,그래서 개인 연금 하나씩 넣었고요
노인남여_노인대화07_F_1522434093_60_경상_실내_08666.wav,1522434093,F,60,경상,4.78,지금 국민연금 말고 또 개인 연금 하나씩 넣으셨네,지금 국민연금 말고 또 개인 연금 하나씩 넣으셨네,지금 국민연금 말고 또 개인연금 하나씩 넣으셨네
노인남여_노인대화07_F_1522434093_60_경상_실내_08667.wav,1522434093,F,60,경상,3.41,예 그렇게하고 뭐 특별한 건 없어요,예 그렇게하고 뭐 특별한 건 없어요,예 그렇게 하고 뭐 특별한 건 없어요
노인남여_노인대화07_F_1522434093_60_경상_실내_08668.wav,1522434093,F,60,경상,4.18,이제 연금 넣으면서 보장성을 조금씩 넣어줬지,이제 연금 넣으면서 보장성을 조금씩 넣어줬지,이제 연금 넣으면서 보장성을 조금씩 넣어줬지
노인남여_노인대화07_F_1522434093_60_경상_실내_08669.wav,1522434093,F,60,경상,3.33,그렇게 해도 금액은 많이 안 들어가요,그렇게 해도 금액은 많이 안 들어가요,그렇게 해도 금액은 많이 안 들어가요
노인남여_노인대화07_F_1522434093_60_경상_실내_08670.wav,1522434093,F,60,경상,3.16,그런데 우리 밑에 아이가 둘이다보니까,그런데 우리 밑에 아이가 둘이다보니까,근데 우리 밑에 아이가 둘이다 보니까
노인남여_노인대화07_F_1522434093_60_경상_실내_08671.wav,1522434093,F,60,경상,3.75,그때 만 스무살 이전 가입이 되드라고요,그때 만 스무살 이전 가입이 되드라고요,그땐 만 스무 살 이전 가입이 되더라고요
노인남여_노인대화07_F_1522434093_60_경상_실내_08672.wav,1522434093,F,60,경상,4.52,그래서 스무살 이상이 되니까 또 새로 넣어야 되겠데,그래서 스무살 이상이 되니까 또 새로 넣어야 되겠데,그래서 스물 살 이상이 되니까 또 새로 넣어야 되겠대
노인남여_노인대화07_F_1522434093_60_경상_실내_08673.wav,1522434093,F,60,경상,4.18,그때부터는 보장성을 조금씩 넣어 가지고 가입 했어요,그때부터는 보장성을 조금씩 넣어 가지고 가입 했어요,그때부터는 보장성을 조금씩 넣어가지고 가입했어요
노인남여_노인대화07_F_1522434093_60_경상_실내_08674.wav,1522434093,F,60,경상,4.09,그렇게 했는데 우리 아들 같은 경우는 보장성이 안돼,그렇게 했는데 우리 아들 같은 경우는 보장성이 안돼,그렇게 했는데 우리 아들 같은 경우는 보장성이 안돼
노인남여_노인대화07_F_1522434093_60_경상_실내_08675.wav,1522434093,F,60,경상,3.16,왜냐하면 수술을 한 번 해가지고요,왜냐하면 수술을 한 번 해가지고요,왜냐하면 수술을 한번 해가지고요
노인남여_노인대화07_F_1522434093_60_경상_실내_08676.wav,1522434093,F,60,경상,4.27,그래서 내가 병원비적으로 그냥 보상은 못받더라도,그래서 내가 병원비적으로 그냥 보상은 못받더라도,그래서 내가 병원비적으로 그냥 보상은 못 받더라도
노인남여_노인대화07_F_1522434093_60_경상_실내_08677.wav,1522434093,F,60,경상,4.69,나중에 그거 가지고 치료를 할 목적으로 계속 해주고 있지,나중에 그거 가지고 치료를 할 목적으로 계속 해주고 있지,나중에 그거 가지고 치료를 할 목적으로 계속해 주고 있지
노인남여_노인대화07_F_1522434093_60_경상_실내_08678.wav,1522434093,F,60,경상,3.33,치료할 목적으로 내가 계속 넣어주지,치료할 목적으로 내가 계속 넣어주지,치료할 목적으로 내가 계속 넣어주지
노인남여_노인대화07_F_1522434093_60_경상_실내_08679.wav,1522434093,F,60,경상,4.35,근데 앞으로 우리나라가 의료보험이 자꾸 확대되면요,근데 앞으로 우리나라가 의료보험이 자꾸 확대되면요,근데 앞으로 우리나라가 의료보험이 자꾸 확대되면요
노인남여_노인대화07_F_1522434093_60_경상_실내_08680.wav,1522434093,F,60,경상,4.27,다른 여러 가지 질병으로 범위가 넓어질 거 아닙니까,다른 여러 가지 질병으로 범위가 넓어질 거 아닙니까,다른 여러 가지 질병으로 범위가 넓어질 거 아닙니까
노인남여_노인대화07_F_1522434093_60_경상_실내_08681.wav,1522434093,F,60,경상,3.92,그럼 뭐  질병 고치는 그런 보험이 필요할까,그럼 뭐 질병 고치는 그런 보험이 필요할까,그럼 뭐 질병 거치는 그런 보험이 필요할까
노인남여_노인대화07_F_1522434093_60_경상_실내_08682.wav,1522434093,F,60,경상,3.84,아니죠 옛날에는 칼로 째야 수술비가 나왔는데,아니죠 옛날에는 칼로 째야 수술비가 나왔는데,아니죠 옛날에는 칼로 쬐야 수술비가 나왔는데
노인남여_노인대화07_F_1522434093_60_경상_실내_08683.wav,1522434093,F,60,경상,3.16,요즘에는 칼로 째는 게 별로 없잖아,요즘에는 칼로 째는 게 별로 없잖아,요즘은 칼로 쬐는 게 별로 없잖아
노인남여_노인대화07_F_1522434093_60_경상_실내_08684.wav,1522434093,F,60,경상,4.27,시술을 많이 하니까 그런 비용도 무시를 못하거든요,시술을 많이 하니까 그런 비용도 무시를 못하거든요,시술을 많이 하니까 그런 비용도 무시를 못하거든요
노인남여_노인대화07_F_1522434093_60_경상_실내_08685.wav,1522434093,F,60,경상,3.07,그렇기 때문에 요즘 보험도 잘 보고,그렇기 때문에 요즘 보험도 잘 보고,그렇기 때문에 요즘 보험도 잘 보고
노인남여_노인대화07_F_1522434093_60_경상_실내_08686.wav,1522434093,F,60,경상,3.16,시대에 따라서 넣어야 되겠더라니까,시대에 따라서 넣어야 되겠더라니까,시대에 따라서 넣어야 되겠더라니까
